OrderID,OrderDate,ProductName,Category,Region,Quantity,Price,Revenue
ORD000049,2023-10-11,DeltaCharger,Accessories,South,1.0,277.89,277.89
ORD000050,2023-02-06,AlphaPhone,Electronics,South,2.0,100.58,201.16
ORD000051,2023-01-17,SigmaDesk,Furniture,North,9.0,485.1,4365.9
ORD000052,2023-05-02,OmegaChair,Furniture,West,4.0,389.82,1559.28
ORD000053,2023-10-04,GammaHeadset,Accessories,West,4.0,470.35,1881.4
ORD000054,2023-08-31,ZetaNotebook,Office Supplies,South,2.0,448.47,896.94
ORD000055,2023-02-19,ZetaNotebook,Office Supplies,East,7.0,302.97,2120.79
ORD000056,2023-07-30,ThetaPen,Office Supplies,North,2.0,461.72,923.44
ORD000057,2023-02-01,ZetaNotebook,Office Supplies,East,2.0,53.36,106.72
ORD000058,2023-05-08,DeltaCharger,Accessories,South,9.0,106.03,954.27
ORD000059,2023-08-18,GammaHeadset,Accessories,West,3.0,32.16,96.48
ORD000060,2023-05-23,ThetaPen,Office Supplies,South,2.0,169.41,338.82
ORD000061,2023-08-15,IotaLamp,Home,North,1.0,200.45,200.45
ORD000062,2023-11-30,IotaLamp,Home,North,2.0,142.96,285.92
ORD000063,2023-05-02,GammaHeadset,Accessories,West,8.0,416.08,3328.64
ORD000064,2023-09-04,DeltaCharger,Accessories,West,1.0,184.81,184.81
ORD000065,2023-03-26,ZetaNotebook,Office Supplies,North,7.0,147.66,1033.62
ORD000066,2023-05-16,ThetaPen,Office Supplies,East,7.0,275.92,1931.44
ORD000067,2023-12-23,IotaLamp,Home,West,3.0,79.05,237.15
ORD000068,2023-04-08,OmegaChair,Furniture,South,1.0,403.08,403.08
ORD000069,2023-10-24,IotaLamp,Home,North,6.0,46.53,279.18
ORD000070,2023-01-30,AlphaPhone,Electronics,West,9.0,493.57,4442.13
ORD000071,2023-09-29,GammaHeadset,Accessories,North,9.0,388.4,3495.6
ORD000072,2023-02-11,GammaHeadset,Accessories,North,10.0,107.37,1073.7
ORD000073,2023-02-04,DeltaCharger,Accessories,West,2.0,12.71,25.42
ORD000074,2023-10-19,DeltaCharger,Accessories,North,10.0,409.58,4095.8
ORD000075,2023-02-11,ZetaNotebook,Office Supplies,East,5.0,356.36,1781.8
ORD000076,2023-04-15,SigmaDesk,Furniture,South,5.0,367.21,1836.05
ORD000077,2023-07-22,GammaHeadset,Accessories,East,8.0,387.92,3103.36
ORD000078,2023-06-11,BetaLaptop,Electronics,North,8.0,46.28,370.24
ORD000079,2023-11-15,KappaMug,Home,North,2.0,185.65,371.3
ORD000080,2023-10-03,DeltaCharger,Accessories,East,3.0,66.78,200.34
ORD000081,2023-06-28,BetaLaptop,Electronics,South,6.0,432.92,2597.52
ORD000082,2023-05-26,GammaHeadset,Accessories,West,9.0,315.42,2838.78
ORD000083,2023-12-27,OmegaChair,Furniture,North,9.0,172.14,1549.26
ORD000084,2023-06-03,BetaLaptop,Electronics,South,5.0,41.14,205.7
ORD000085,2023-03-01,BetaLaptop,Electronics,South,5.0,162.38,811.9
ORD000086,2023-05-25,KappaMug,Home,South,6.0,169.34,1016.04
ORD000087,2023-04-15,OmegaChair,Furniture,West,5.0,367.51,1837.55
ORD000088,2023-01-27,BetaLaptop,Electronics,West,5.0,322.4,1612.0
ORD000089,2023-01-23,AlphaPhone,Electronics,East,3.0,444.73,1334.19
ORD000090,2023-11-23,OmegaChair,Furniture,South,8.0,241.39,1931.12
ORD000091,2023-10-10,ZetaNotebook,Office Supplies,North,2.0,68.6,137.2
ORD000092,2023-02-08,GammaHeadset,Accessories,North,6.0,359.49,2156.94
ORD000093,2023-10-26,IotaLamp,Home,South,7.0,382.78,2679.46
ORD000094,2023-03-07,AlphaPhone,Electronics,East,6.0,285.03,1710.18
ORD000095,2023-01-21,SigmaDesk,Furniture,South,4.0,387.77,1551.08
ORD000096,2023-12-08,BetaLaptop,Electronics,East,9.0,251.96,2267.64
ORD000097,2023-07-28,KappaMug,Home,South,4.0,266.14,1064.56
ORD000098,2023-03-25,GammaHeadset,Accessories,West,1.0,219.5,219.5
ORD000099,2023-04-02,SigmaDesk,Furniture,West,4.0,22.46,89.84
ORD000100,2023-05-17,GammaHeadset,Accessories,North,7.0,62.87,440.09
ORD000101,2023-01-20,ThetaPen,Office Supplies,South,4.0,25.4,101.6
ORD000102,2023-08-24,SigmaDesk,Furniture,East,4.0,321.84,1287.36
ORD000103,2023-04-25,AlphaPhone,Electronics,South,7.0,164.03,1148.21
ORD000104,2023-06-18,OmegaChair,Furniture,North,5.0,259.2,1296.0
ORD000105,2023-06-29,IotaLamp,Home,West,9.0,454.71,4092.39
ORD000106,2023-06-19,AlphaPhone,Electronics,North,5.0,132.15,660.75
ORD000107,2023-04-02,KappaMug,Home,East,1.0,211.09,211.09
ORD000108,2023-02-25,KappaMug,Home,West,6.0,380.22,2281.32
ORD000109,2023-06-10,ZetaNotebook,Office Supplies,North,7.0,122.11,854.77
ORD000110,2023-10-23,DeltaCharger,Accessories,East,1.0,47.72,47.72
ORD000111,2023-12-29,ZetaNotebook,Office Supplies,North,9.0,151.98,1367.82
ORD000112,2023-10-03,DeltaCharger,Accessories,East,7.0,89.0,623.0
ORD000113,2023-02-05,SigmaDesk,Furniture,East,2.0,465.55,931.1
ORD000114,2023-06-03,IotaLamp,Home,East,7.0,405.98,2841.86
ORD000115,2023-06-17,ZetaNotebook,Office Supplies,East,9.0,320.37,2883.33
ORD000116,2023-03-07,DeltaCharger,Accessories,West,7.0,437.02,3059.14
ORD000117,2023-12-13,GammaHeadset,Accessories,East,7.0,403.8,2826.6
ORD000118,2023-10-08,AlphaPhone,Electronics,East,5.0,101.42,507.1
ORD000119,2023-04-18,ZetaNotebook,Office Supplies,East,8.0,447.35,3578.8
ORD000120,2023-08-15,ThetaPen,Office Supplies,South,9.0,274.28,2468.52
ORD000121,2023-08-31,GammaHeadset,Accessories,North,5.0,405.65,2028.25
ORD000122,2023-09-21,KappaMug,Home,East,2.0,449.08,898.16
ORD000123,2023-05-01,OmegaChair,Furniture,South,4.0,165.82,663.28
ORD000124,2023-03-17,AlphaPhone,Electronics,North,4.0,63.93,255.72
ORD000125,2023-09-01,KappaMug,Home,North,8.0,121.69,973.52
ORD000126,2023-08-01,KappaMug,Home,South,7.0,219.28,1534.96
ORD000127,2023-09-11,ZetaNotebook,Office Supplies,South,3.0,410.83,1232.49
ORD000128,2023-12-02,AlphaPhone,Electronics,North,7.0,431.76,3022.32
ORD000129,2023-04-23,GammaHeadset,Accessories,West,1.0,13.41,13.41
ORD000130,2023-10-13,DeltaCharger,Accessories,North,8.0,260.27,2082.16
ORD000131,2023-03-10,ThetaPen,Office Supplies,East,8.0,214.53,1716.24
ORD000132,2023-11-10,IotaLamp,Home,West,9.0,118.83,1069.47
ORD000133,2023-08-17,GammaHeadset,Accessories,West,8.0,68.73,549.84
ORD000134,2023-05-13,DeltaCharger,Accessories,East,9.0,175.43,1578.87
ORD000135,2023-09-06,DeltaCharger,Accessories,East,8.0,472.03,3776.24
ORD000136,2023-02-09,OmegaChair,Furniture,South,5.0,168.37,841.85
ORD000137,2023-06-21,SigmaDesk,Furniture,North,3.0,264.21,792.63
ORD000138,2023-03-19,DeltaCharger,Accessories,West,3.0,354.48,1063.44
ORD000139,2023-12-28,DeltaCharger,Accessories,North,7.0,188.18,1317.26
ORD000140,2023-07-28,SigmaDesk,Furniture,West,7.0,486.17,3403.19
ORD000141,2023-02-01,DeltaCharger,Accessories,West,7.0,481.6,3371.2
ORD000142,2023-10-27,AlphaPhone,Electronics,West,8.0,133.37,1066.96
ORD000143,2023-01-04,SigmaDesk,Furniture,East,7.0,253.65,1775.55
ORD000144,2023-08-03,IotaLamp,Home,South,8.0,157.43,1259.44
ORD000145,2023-04-23,OmegaChair,Furniture,West,8.0,149.57,1196.56
ORD000146,2023-01-15,ZetaNotebook,Office Supplies,East,7.0,28.07,196.49
ORD000147,2023-03-26,ThetaPen,Office Supplies,South,10.0,308.69,3086.9
ORD000148,2023-10-01,AlphaPhone,Electronics,West,10.0,256.31,2563.1
ORD000149,2023-10-16,AlphaPhone,Electronics,North,7.0,35.22,246.54
ORD000150,2023-03-11,ThetaPen,Office Supplies,South,1.0,146.54,146.54
ORD000151,2023-05-14,ZetaNotebook,Office Supplies,East,4.0,455.05,1820.2
ORD000152,2023-08-21,SigmaDesk,Furniture,East,7.0,127.39,891.73
ORD000153,2023-05-23,ZetaNotebook,Office Supplies,East,2.0,81.0,162.0
ORD000154,2023-08-29,AlphaPhone,Electronics,North,6.0,249.83,1498.98
ORD000155,2023-04-25,BetaLaptop,Electronics,North,1.0,492.97,492.97
ORD000156,2023-05-07,DeltaCharger,Accessories,North,10.0,128.61,1286.1
ORD000157,2023-03-20,DeltaCharger,Accessories,South,8.0,339.35,2714.8
ORD000158,2023-12-09,BetaLaptop,Electronics,South,8.0,383.19,3065.52
ORD000159,2023-12-25,OmegaChair,Furniture,East,3.0,126.44,379.32
ORD000160,2023-11-07,KappaMug,Home,North,3.0,366.83,1100.49
ORD000161,2023-06-09,BetaLaptop,Electronics,North,5.0,190.21,951.05
ORD000162,2023-10-22,ZetaNotebook,Office Supplies,West,4.0,319.83,1279.32
ORD000163,2023-02-08,KappaMug,Home,South,2.0,320.43,640.86
ORD000164,2023-12-23,OmegaChair,Furniture,North,10.0,272.53,2725.3
ORD000165,2023-01-22,SigmaDesk,Furniture,West,6.0,54.24,325.44
ORD000166,2023-02-05,IotaLamp,Home,East,1.0,419.3,419.3
ORD000167,2023-08-04,ThetaPen,Office Supplies,North,7.0,167.18,1170.26
ORD000168,2023-07-05,ThetaPen,Office Supplies,South,7.0,101.39,709.73
ORD000169,2023-04-01,IotaLamp,Home,East,10.0,29.98,299.8
ORD000170,2023-10-03,ThetaPen,Office Supplies,West,7.0,299.54,2096.78
ORD000171,2023-10-31,OmegaChair,Furniture,East,4.0,342.01,1368.04
ORD000172,2023-02-14,OmegaChair,Furniture,West,4.0,18.13,72.52
ORD000173,2023-08-26,KappaMug,Home,West,6.0,260.93,1565.58
ORD000174,2023-01-15,ThetaPen,Office Supplies,East,3.0,120.98,362.94
ORD000175,2023-09-07,DeltaCharger,Accessories,East,5.0,326.13,1630.65
ORD000176,2023-06-24,OmegaChair,Furniture,East,9.0,95.44,858.96
ORD000177,2023-01-06,IotaLamp,Home,South,2.0,348.56,697.12
ORD000178,2023-05-04,ZetaNotebook,Office Supplies,West,9.0,199.5,1795.5
ORD000179,2023-05-04,ThetaPen,Office Supplies,West,8.0,469.0,3752.0
ORD000180,2023-01-09,BetaLaptop,Electronics,East,4.0,77.39,309.56
ORD000181,2023-07-27,DeltaCharger,Accessories,East,10.0,177.12,1771.2
ORD000182,2023-07-08,ThetaPen,Office Supplies,East,7.0,65.6,459.2
ORD000183,2023-10-09,SigmaDesk,Furniture,East,8.0,463.1,3704.8
ORD000184,2023-05-19,OmegaChair,Furniture,East,4.0,439.9,1759.6
ORD000185,2023-03-03,DeltaCharger,Accessories,East,2.0,136.39,272.78
ORD000186,2023-10-02,GammaHeadset,Accessories,South,4.0,333.39,1333.56
ORD000187,2023-09-05,OmegaChair,Furniture,East,2.0,410.44,820.88
ORD000188,2023-04-10,OmegaChair,Furniture,South,6.0,282.05,1692.3
ORD000189,2023-04-02,OmegaChair,Furniture,North,9.0,269.53,2425.77
ORD000190,2023-03-06,OmegaChair,Furniture,North,1.0,128.51,128.51
ORD000191,2023-10-11,OmegaChair,Furniture,South,8.0,55.62,444.96
ORD000192,2023-02-22,AlphaPhone,Electronics,East,8.0,449.64,3597.12
ORD000193,2023-09-03,ThetaPen,Office Supplies,East,3.0,451.2,1353.6
ORD000194,2023-01-27,OmegaChair,Furniture,West,2.0,320.22,640.44
ORD000195,2023-02-03,ZetaNotebook,Office Supplies,West,2.0,176.12,352.24
ORD000196,2023-10-23,AlphaPhone,Electronics,South,3.0,181.11,543.33
ORD000197,2023-10-16,OmegaChair,Furniture,North,4.0,365.72,1462.88
ORD000198,2023-03-02,IotaLamp,Home,West,10.0,449.58,4495.8
ORD000199,2023-11-02,KappaMug,Home,South,9.0,444.67,4002.03
ORD000200,2023-07-14,ThetaPen,Office Supplies,West,5.0,392.14,1960.7
ORD000201,2023-10-29,ZetaNotebook,Office Supplies,East,10.0,324.6,3246.0
ORD000202,2023-11-14,AlphaPhone,Electronics,North,4.0,51.23,204.92
ORD000203,2023-11-17,DeltaCharger,Accessories,East,2.0,89.2,178.4
ORD000204,2023-03-22,DeltaCharger,Accessories,South,9.0,450.29,4052.61
ORD000205,2023-02-08,GammaHeadset,Accessories,North,7.0,307.15,2150.05
ORD000206,2023-08-19,KappaMug,Home,West,5.0,14.51,72.55
ORD000207,2023-01-17,DeltaCharger,Accessories,East,5.0,59.72,298.6
ORD000208,2023-12-26,ThetaPen,Office Supplies,North,4.0,335.12,1340.48
ORD000209,2023-05-16,KappaMug,Home,South,7.0,12.48,87.36
ORD000210,2023-02-28,IotaLamp,Home,South,3.0,88.8,266.4
ORD000211,2023-05-17,GammaHeadset,Accessories,North,1.0,278.88,278.88
ORD000212,2023-03-26,OmegaChair,Furniture,East,8.0,349.03,2792.24
ORD000213,2023-03-05,ThetaPen,Office Supplies,East,7.0,329.46,2306.22
ORD000214,2023-05-20,IotaLamp,Home,West,8.0,119.89,959.12
ORD000215,2023-02-11,KappaMug,Home,North,7.0,358.97,2512.79
ORD000216,2023-06-15,KappaMug,Home,East,1.0,126.25,126.25
ORD000217,2023-02-16,DeltaCharger,Accessories,North,5.0,169.45,847.25
ORD000218,2023-10-23,AlphaPhone,Electronics,South,8.0,375.78,3006.24
ORD000219,2023-09-23,ThetaPen,Office Supplies,East,3.0,328.32,984.96
ORD000220,2023-10-27,ZetaNotebook,Office Supplies,West,2.0,426.12,852.24
ORD000221,2023-08-29,SigmaDesk,Furniture,West,6.0,332.23,1993.38
ORD000222,2023-06-14,BetaLaptop,Electronics,South,6.0,288.47,1730.82
ORD000223,2023-07-30,ThetaPen,Office Supplies,East,7.0,55.9,391.3
ORD000224,2023-10-09,AlphaPhone,Electronics,West,2.0,190.18,380.36
ORD000225,2023-06-11,OmegaChair,Furniture,East,2.0,139.95,279.9
ORD000226,2023-07-26,IotaLamp,Home,North,9.0,129.55,1165.95
ORD000227,2023-08-25,ZetaNotebook,Office Supplies,North,4.0,486.78,1947.12
ORD000228,2023-09-23,SigmaDesk,Furniture,West,8.0,202.62,1620.96
ORD000229,2023-01-27,DeltaCharger,Accessories,East,9.0,447.1,4023.9
ORD000230,2023-03-09,OmegaChair,Furniture,West,8.0,319.26,2554.08
ORD000231,2023-03-04,AlphaPhone,Electronics,South,3.0,399.46,1198.38
ORD000232,2023-06-09,IotaLamp,Home,North,9.0,256.29,2306.61
ORD000233,2023-07-28,BetaLaptop,Electronics,South,2.0,292.68,585.36
ORD000234,2023-08-25,BetaLaptop,Electronics,South,8.0,251.33,2010.64
ORD000235,2023-05-30,IotaLamp,Home,East,7.0,105.67,739.69
ORD000236,2023-09-05,ThetaPen,Office Supplies,South,8.0,364.0,2912.0
ORD000237,2023-10-10,GammaHeadset,Accessories,West,4.0,147.58,590.32
ORD000238,2023-11-03,IotaLamp,Home,South,2.0,21.91,43.82
ORD000239,2023-05-22,ZetaNotebook,Office Supplies,East,9.0,326.28,2936.52
ORD000240,2023-05-17,AlphaPhone,Electronics,East,5.0,96.78,483.9
ORD000241,2023-10-28,KappaMug,Home,West,3.0,470.82,1412.46
ORD000242,2023-08-17,IotaLamp,Home,West,6.0,477.43,2864.58
ORD000243,2023-06-20,IotaLamp,Home,West,8.0,458.28,3666.24
ORD000244,2023-06-14,DeltaCharger,Accessories,South,10.0,191.38,1913.8
ORD000245,2023-07-16,DeltaCharger,Accessories,West,1.0,17.57,17.57
ORD000246,2023-06-12,ThetaPen,Office Supplies,West,7.0,464.88,3254.16
ORD000247,2023-12-06,GammaHeadset,Accessories,West,1.0,219.81,219.81
ORD000248,2023-03-06,IotaLamp,Home,East,2.0,483.66,967.32
ORD000249,2023-08-14,BetaLaptop,Electronics,West,1.0,482.17,482.17
ORD000250,2023-03-15,ZetaNotebook,Office Supplies,South,2.0,427.97,855.94
ORD000251,2023-08-29,OmegaChair,Furniture,East,10.0,154.28,1542.8
ORD000252,2023-12-21,ZetaNotebook,Office Supplies,North,6.0,198.7,1192.2
ORD000253,2023-12-12,IotaLamp,Home,West,6.0,427.06,2562.36
ORD000254,2023-11-17,ThetaPen,Office Supplies,North,10.0,165.29,1652.9
ORD000255,2023-02-05,DeltaCharger,Accessories,East,4.0,93.05,372.2
ORD000256,2023-02-16,ZetaNotebook,Office Supplies,North,2.0,282.83,565.66
ORD000257,2023-08-16,GammaHeadset,Accessories,East,1.0,468.72,468.72
ORD000258,2023-01-24,SigmaDesk,Furniture,North,5.0,351.05,1755.25
ORD000259,2023-07-03,SigmaDesk,Furniture,West,3.0,289.33,867.99
ORD000260,2023-05-06,IotaLamp,Home,West,10.0,57.62,576.2
ORD000261,2023-12-16,GammaHeadset,Accessories,South,3.0,311.35,934.05
ORD000262,2023-02-10,KappaMug,Home,West,10.0,495.13,4951.3
ORD000263,2023-12-16,DeltaCharger,Accessories,West,10.0,78.64,786.4
ORD000264,2023-03-15,DeltaCharger,Accessories,West,5.0,263.98,1319.9
ORD000265,2023-08-24,OmegaChair,Furniture,North,8.0,439.91,3519.28
ORD000266,2023-05-28,IotaLamp,Home,South,2.0,372.98,745.96
ORD000267,2023-08-15,SigmaDesk,Furniture,East,7.0,351.54,2460.78
ORD000268,2023-12-20,OmegaChair,Furniture,West,5.0,354.22,1771.1
ORD000269,2023-04-12,ZetaNotebook,Office Supplies,West,2.0,186.15,372.3
ORD000270,2023-05-02,ZetaNotebook,Office Supplies,East,10.0,153.86,1538.6
ORD000271,2023-06-01,OmegaChair,Furniture,North,7.0,406.59,2846.13
ORD000272,2023-05-21,AlphaPhone,Electronics,North,10.0,406.96,4069.6
ORD000273,2023-09-12,OmegaChair,Furniture,South,10.0,434.87,4348.7
ORD000274,2023-06-30,DeltaCharger,Accessories,South,10.0,457.49,4574.9
ORD000275,2023-05-09,GammaHeadset,Accessories,North,1.0,260.56,260.56
ORD000276,2023-06-08,ThetaPen,Office Supplies,North,10.0,255.74,2557.4
ORD000277,2023-07-06,GammaHeadset,Accessories,North,5.0,401.16,2005.8
ORD000278,2023-06-17,ZetaNotebook,Office Supplies,South,4.0,328.48,1313.92
ORD000279,2023-03-09,IotaLamp,Home,East,9.0,353.96,3185.64
ORD000280,2023-09-14,OmegaChair,Furniture,South,5.0,399.94,1999.7
ORD000281,2023-09-04,OmegaChair,Furniture,East,2.0,446.1,892.2
ORD000282,2023-08-28,BetaLaptop,Electronics,South,4.0,175.62,702.48
ORD000283,2023-12-13,ZetaNotebook,Office Supplies,East,2.0,194.04,388.08
ORD000284,2023-07-22,AlphaPhone,Electronics,East,9.0,56.05,504.45
ORD000285,2023-03-05,ThetaPen,Office Supplies,East,5.0,293.36,1466.8
ORD000286,2023-10-27,ZetaNotebook,Office Supplies,East,2.0,27.61,55.22
ORD000287,2023-12-12,DeltaCharger,Accessories,West,1.0,238.14,238.14
ORD000288,2023-11-14,IotaLamp,Home,East,10.0,275.9,2759.0
ORD000289,2023-04-24,BetaLaptop,Electronics,West,5.0,150.41,752.05
ORD000290,2023-11-29,ZetaNotebook,Office Supplies,North,3.0,299.51,898.53
ORD000291,2023-01-24,AlphaPhone,Electronics,East,8.0,24.95,199.6
ORD000292,2023-03-01,BetaLaptop,Electronics,South,9.0,28.3,254.7
ORD000293,2023-03-11,ZetaNotebook,Office Supplies,West,6.0,413.07,2478.42
ORD000294,2023-12-10,IotaLamp,Home,West,10.0,186.49,1864.9
ORD000295,2023-03-21,ZetaNotebook,Office Supplies,North,8.0,72.26,578.08
ORD000296,2023-11-12,ZetaNotebook,Office Supplies,East,1.0,265.9,265.9
ORD000297,2023-12-20,SigmaDesk,Furniture,South,8.0,387.3,3098.4
ORD000298,2023-08-16,DeltaCharger,Accessories,East,2.0,115.75,231.5
ORD000299,2023-12-18,SigmaDesk,Furniture,East,1.0,315.22,315.22
ORD000300,2023-07-23,OmegaChair,Furniture,South,2.0,51.82,103.64
ORD000301,2023-08-21,BetaLaptop,Electronics,South,10.0,35.32,353.2
ORD000302,2023-01-11,AlphaPhone,Electronics,East,4.0,270.36,1081.44
ORD000303,2023-03-06,KappaMug,Home,South,2.0,274.91,549.82
ORD000304,2023-10-11,DeltaCharger,Accessories,South,4.0,322.34,1289.36
ORD000305,2023-06-18,GammaHeadset,Accessories,North,5.0,365.78,1828.9
ORD000306,2023-03-16,GammaHeadset,Accessories,East,3.0,488.17,1464.51
ORD000307,2023-02-26,AlphaPhone,Electronics,South,1.0,262.99,262.99
ORD000308,2023-07-03,DeltaCharger,Accessories,East,1.0,,168.25
ORD000309,2023-03-31,OmegaChair,Furniture,North,3.0,399.64,1198.92
ORD000310,2023-08-04,IotaLamp,Home,North,2.0,142.71,285.42
ORD000311,2023-09-01,ThetaPen,Office Supplies,East,9.0,225.1,2025.9
ORD000312,2023-10-31,BetaLaptop,Electronics,West,9.0,48.44,435.96
ORD000313,2023-04-24,KappaMug,Home,North,9.0,22.42,201.78
ORD000314,2023-06-04,ThetaPen,Office Supplies,North,1.0,481.7,481.7
ORD000315,2023-09-03,ZetaNotebook,Office Supplies,West,2.0,419.63,839.26
ORD000316,2023-09-09,ThetaPen,Office Supplies,North,2.0,351.03,702.06
ORD000317,2023-06-14,KappaMug,Home,South,2.0,210.39,420.78
ORD000318,2023-03-06,OmegaChair,Furniture,East,7.0,94.91,664.37
ORD000319,2023-11-02,IotaLamp,Home,East,8.0,86.65,693.2
ORD000320,2023-09-16,KappaMug,Home,West,2.0,132.62,265.24
ORD000321,2023-12-26,BetaLaptop,Electronics,South,7.0,279.12,1953.84
ORD000322,2023-08-20,DeltaCharger,Accessories,West,6.0,360.15,2160.9
ORD000323,2023-08-21,ZetaNotebook,Office Supplies,West,2.0,333.5,667.0
ORD000324,2023-06-10,ZetaNotebook,Office Supplies,East,5.0,147.17,735.85
ORD000325,2023-07-11,GammaHeadset,Accessories,West,2.0,477.88,955.76
ORD000326,2023-02-16,BetaLaptop,Electronics,North,7.0,371.57,2600.99
ORD000327,2023-02-19,SigmaDesk,Furniture,South,9.0,281.63,2534.67
ORD000328,2023-01-31,KappaMug,Home,East,2.0,309.74,619.48
ORD000329,2023-07-30,SigmaDesk,Furniture,West,1.0,215.6,215.6
ORD000330,2023-05-28,KappaMug,Home,East,6.0,131.39,788.34
ORD000331,2023-02-23,KappaMug,Home,South,3.0,184.43,553.29
ORD000332,2023-12-03,ThetaPen,Office Supplies,South,2.0,381.34,762.68
ORD000333,2023-06-29,IotaLamp,Home,East,2.0,17.05,34.1
ORD000334,2023-05-23,KappaMug,Home,South,7.0,66.88,468.16
ORD000335,2023-10-15,KappaMug,Home,North,10.0,32.54,325.4
ORD000336,2023-12-03,OmegaChair,Furniture,North,3.0,29.96,89.88
ORD000337,2023-05-20,OmegaChair,Furniture,East,6.0,429.18,2575.08
ORD000338,2023-01-04,GammaHeadset,Accessories,South,10.0,354.79,3547.9
ORD000339,2023-12-03,ZetaNotebook,Office Supplies,North,3.0,242.35,727.05
ORD000340,2023-11-21,AlphaPhone,Electronics,North,9.0,57.94,521.46
ORD000341,2023-04-21,ZetaNotebook,Office Supplies,West,8.0,250.89,2007.12
ORD000342,2023-06-24,GammaHeadset,Accessories,East,5.0,242.0,1210.0
ORD000343,2023-06-16,KappaMug,Home,North,1.0,94.87,94.87
ORD000344,2023-03-21,GammaHeadset,Accessories,North,2.0,222.59,445.18
ORD000345,2023-05-20,ThetaPen,Office Supplies,West,8.0,205.27,1642.16
ORD000346,2023-11-07,ThetaPen,Office Supplies,West,5.0,311.77,1558.85
ORD000347,2023-04-21,IotaLamp,Home,North,6.0,321.2,1927.2
