OrderID,OrderDate,ProductName,Category,Region,Quantity,Price,Revenue,Month
ORD000259,2023-07-03,SigmaDesk,Furniture,West,3,289.33,867.99,2023-07
ORD000260,2023-05-06,IotaLamp,Home,West,10,57.62,576.2,2023-05
ORD000261,2023-12-16,GammaHeadset,Accessories,South,3,311.35,934.05,2023-12
ORD000262,2023-02-10,KappaMug,Home,West,10,495.13,4951.3,2023-02
ORD000263,2023-12-16,DeltaCharger,Accessories,West,10,78.64,786.4,2023-12
ORD000264,2023-03-15,DeltaCharger,Accessories,West,5,263.98,1319.9,2023-03
ORD000265,2023-08-24,OmegaChair,Furniture,North,8,439.91,3519.28,2023-08
ORD000266,2023-05-28,IotaLamp,Home,South,2,372.98,745.96,2023-05
ORD000267,2023-08-15,SigmaDesk,Furniture,East,7,351.54,2460.78,2023-08
ORD000268,2023-12-20,OmegaChair,Furniture,West,5,354.22,1771.1,2023-12
ORD000269,2023-04-12,ZetaNotebook,Office Supplies,West,2,186.15,372.3,2023-04
ORD000270,2023-05-02,ZetaNotebook,Office Supplies,East,10,153.86,1538.6,2023-05
ORD000271,2023-06-01,OmegaChair,Furniture,North,7,406.59,2846.13,2023-06
ORD000272,2023-05-21,AlphaPhone,Electronics,North,10,406.96,4069.6,2023-05
ORD000273,2023-09-12,OmegaChair,Furniture,South,10,434.87,4348.7,2023-09
ORD000274,2023-06-30,DeltaCharger,Accessories,South,10,457.49,4574.9,2023-06
ORD000275,2023-05-09,GammaHeadset,Accessories,North,1,260.56,260.56,2023-05
ORD000276,2023-06-08,ThetaPen,Office Supplies,North,10,255.74,2557.4,2023-06
ORD000277,2023-07-06,GammaHeadset,Accessories,North,5,401.16,2005.8,2023-07
ORD000278,2023-06-17,ZetaNotebook,Office Supplies,South,4,328.48,1313.92,2023-06
ORD000279,2023-03-09,IotaLamp,Home,East,9,353.96,3185.64,2023-03
ORD000280,2023-09-14,OmegaChair,Furniture,South,5,399.94,1999.7,2023-09
ORD000281,2023-09-04,OmegaChair,Furniture,East,2,446.1,892.2,2023-09
ORD000282,2023-08-28,BetaLaptop,Electronics,South,4,175.62,702.48,2023-08
ORD000283,2023-12-13,ZetaNotebook,Office Supplies,East,2,194.04,388.08,2023-12
ORD000284,2023-07-22,AlphaPhone,Electronics,East,9,56.05,504.45,2023-07
ORD000285,2023-03-05,ThetaPen,Office Supplies,East,5,293.36,1466.8,2023-03
ORD000286,2023-10-27,ZetaNotebook,Office Supplies,East,2,27.61,55.22,2023-10
ORD000287,2023-12-12,DeltaCharger,Accessories,West,1,238.14,238.14,2023-12
ORD000288,2023-11-14,IotaLamp,Home,East,10,275.9,2759.0,2023-11
ORD000289,2023-04-24,BetaLaptop,Electronics,West,5,150.41,752.05,2023-04
ORD000290,2023-11-29,ZetaNotebook,Office Supplies,North,3,299.51,898.53,2023-11
ORD000291,2023-01-24,AlphaPhone,Electronics,East,8,24.95,199.6,2023-01
ORD000292,2023-03-01,BetaLaptop,Electronics,South,9,28.3,254.7,2023-03
ORD000293,2023-03-11,ZetaNotebook,Office Supplies,West,6,413.07,2478.42,2023-03
ORD000294,2023-12-10,IotaLamp,Home,West,10,186.49,1864.9,2023-12
ORD000295,2023-03-21,ZetaNotebook,Office Supplies,North,8,72.26,578.08,2023-03
ORD000296,2023-11-12,ZetaNotebook,Office Supplies,East,1,265.9,265.9,2023-11
ORD000297,2023-12-20,SigmaDesk,Furniture,South,8,387.3,3098.4,2023-12
ORD000298,2023-08-16,DeltaCharger,Accessories,East,2,115.75,231.5,2023-08
ORD000299,2023-12-18,SigmaDesk,Furniture,East,1,315.22,315.22,2023-12
ORD000300,2023-07-23,OmegaChair,Furniture,South,2,51.82,103.64,2023-07
ORD000301,2023-08-21,BetaLaptop,Electronics,South,10,35.32,353.2,2023-08
ORD000302,2023-01-11,AlphaPhone,Electronics,East,4,270.36,1081.44,2023-01
ORD000303,2023-03-06,KappaMug,Home,South,2,274.91,549.82,2023-03
ORD000304,2023-10-11,DeltaCharger,Accessories,South,4,322.34,1289.36,2023-10
ORD000305,2023-06-18,GammaHeadset,Accessories,North,5,365.78,1828.9,2023-06
ORD000306,2023-03-16,GammaHeadset,Accessories,East,3,488.17,1464.51,2023-03
ORD000307,2023-02-26,AlphaPhone,Electronics,South,1,262.99,262.99,2023-02
ORD000308,2023-07-03,DeltaCharger,Accessories,East,1,257.89,257.89,2023-07
ORD000309,2023-03-31,OmegaChair,Furniture,North,3,399.64,1198.92,2023-03
ORD000310,2023-08-04,IotaLamp,Home,North,2,142.71,285.42,2023-08
ORD000311,2023-09-01,ThetaPen,Office Supplies,East,9,225.1,2025.9,2023-09
ORD000312,2023-10-31,BetaLaptop,Electronics,West,9,48.44,435.96,2023-10
ORD000313,2023-04-24,KappaMug,Home,North,9,22.42,201.78,2023-04
ORD000314,2023-06-04,ThetaPen,Office Supplies,North,1,481.7,481.7,2023-06
ORD000315,2023-09-03,ZetaNotebook,Office Supplies,West,2,419.63,839.26,2023-09
ORD000316,2023-09-09,ThetaPen,Office Supplies,North,2,351.03,702.06,2023-09
ORD000317,2023-06-14,KappaMug,Home,South,2,210.39,420.78,2023-06
ORD000318,2023-03-06,OmegaChair,Furniture,East,7,94.91,664.37,2023-03
ORD000319,2023-11-02,IotaLamp,Home,East,8,86.65,693.2,2023-11
ORD000320,2023-09-16,KappaMug,Home,West,2,132.62,265.24,2023-09
ORD000321,2023-12-26,BetaLaptop,Electronics,South,7,279.12,1953.84,2023-12
ORD000322,2023-08-20,DeltaCharger,Accessories,West,6,360.15,2160.9,2023-08
